iter	Logloss
377	0.433502677
378	0.4334941225
379	0.4334846133
380	0.4334695047
381	0.433456185
382	0.4334509902
383	0.4334407311
384	0.4334287993
385	0.4334095813
386	0.4333813765
387	0.4333703431
388	0.4333611413
389	0.4333480907
390	0.4333373379
391	0.4333246443
392	0.4333137415
393	0.4332882528
394	0.4332789533
395	0.4332693268
396	0.4332586409
397	0.4332435718
398	0.4332396038
399	0.4332323862
400	0.4332246754
401	0.4332137164
402	0.4331977984
403	0.4331815254
404	0.4331657837
405	0.4331578847
406	0.4331463416
407	0.4331351258
408	0.4331135403
409	0.4331073748
410	0.4330980866
411	0.4330870368
412	0.433075774
413	0.4330716461
414	0.4330649339
415	0.4330521128
416	0.4330402659
417	0.4330292107
418	0.433023727
419	0.4330114977
420	0.4330039061
421	0.4329899563
422	0.4329756048
423	0.4329649633
424	0.4329584016
425	0.4329486748
426	0.4329349997
427	0.4329209545
428	0.4329039048
429	0.4328903091
430	0.4328806961
431	0.4328682071
432	0.4328610969
433	0.4328452893
434	0.4328358569
435	0.4328252142
436	0.4328113398
437	0.432806292
438	0.4327897058
439	0.4327882761
440	0.4327844562
441	0.4327729067
442	0.4327539593
443	0.4327469487
444	0.4327374954
445	0.432734191
446	0.4327192923
447	0.4327141258
448	0.4326997356
449	0.4326883011
450	0.4326859416
451	0.4326831704
452	0.4326757
453	0.4326720389
454	0.4326695702
455	0.4326604717
456	0.4326441827
457	0.4326268231
458	0.4326163169
459	0.4325987803
460	0.432590923
461	0.4325842429
462	0.4325727947
463	0.4325642768
464	0.4325542769
465	0.4325449579
466	0.4325320188
467	0.4325274189
468	0.4325131349
469	0.4325055916
470	0.432493406
471	0.4324910503
472	0.4324768381
473	0.4324668473
474	0.4324579718
475	0.432446475
476	0.4324373325
477	0.4324256845
478	0.4324145367
479	0.4324034652
480	0.4323832937
481	0.4323718919
482	0.4323577228
483	0.4323459017
484	0.4323385643
485	0.4323248261
486	0.4323147599
487	0.4323033962
488	0.4322952666
489	0.4322846864
490	0.4322686763
491	0.432259923
492	0.4322474144
493	0.4322416925
494	0.432231588
495	0.4322180985
496	0.4322110498
497	0.4322014131
498	0.4321919383
499	0.432181373
500	0.4321677262
501	0.4321577808
502	0.4321518055
503	0.4321407313
504	0.4321161213
505	0.4321034914
506	0.4320926262
507	0.4320808137
508	0.4320697647
509	0.4320634564
510	0.4320530399
511	0.4320466195
512	0.4320361307
513	0.4320242971
514	0.4320114939
515	0.4320029816
516	0.431988691
517	0.4319788106
518	0.4319654351
519	0.4319551279
520	0.431938343
521	0.4319218249
522	0.4319085118
523	0.431902239
524	0.4318897769
525	0.431885192
526	0.4318708133
527	0.4318644068
528	0.4318505752
529	0.4318425534
530	0.4318352416
531	0.4318242633
532	0.4317963303
533	0.4317879156
534	0.4317758441
535	0.4317676503
536	0.4317590593
537	0.4317527117
538	0.4317372372
539	0.4317296222
540	0.4317188868
541	0.4317052063
542	0.4316950825
543	0.4316865535
544	0.4316766772
545	0.4316662512
546	0.4316519687
547	0.431643786
548	0.4316371048
549	0.4316238156
550	0.4316122088
551	0.4315950969
552	0.4315831577
553	0.4315782008
554	0.4315713023
555	0.4315573202
556	0.4315531075
557	0.4315470492
558	0.4315392639
559	0.4315315076
560	0.4315217819
561	0.4315164344
562	0.4315084164
563	0.4314983151
564	0.4314914961
565	0.4314827253
566	0.4314612148
567	0.4314507778
568	0.4314408048
569	0.431432761
570	0.4314240924
571	0.4314146146
572	0.431393536
573	0.4313842203
574	0.4313794061
575	0.4313727947
576	0.4313596151
577	0.4313520638
578	0.4313493861
579	0.4313421039
580	0.4313308902
581	0.4313188734
582	0.4313117152
583	0.4312967289
584	0.4312917814
585	0.4312826111
586	0.4312747808
587	0.4312668992
588	0.4312556185
589	0.4312480114
590	0.4312431848
591	0.4312301729
592	0.4312191694
593	0.4312094614
594	0.431195264
595	0.4311811269
596	0.4311744356
597	0.431163419
598	0.4311533933
599	0.4311441229
600	0.4311344285
601	0.4311253999
602	0.4311191403
603	0.4311127961
604	0.4311066761
605	0.4311000865
606	0.4310883059
607	0.4310780081
608	0.4310704886
609	0.4310558117
610	0.4310442238
611	0.4310366236
612	0.4310229329
613	0.4310079842
614	0.4309996026
615	0.430989786
616	0.4309825551
617	0.4309723153
618	0.4309648685
619	0.4309550358
620	0.4309434611
621	0.430932582
622	0.4309220765
623	0.4309088625
624	0.4308994169
625	0.430878701
626	0.4308711387
627	0.4308587674
628	0.4308380943
629	0.4308240488
630	0.430814144
631	0.4308041052
632	0.4307921342
633	0.4307835268
634	0.4307719069
635	0.4307568774
636	0.4307452155
637	0.4307368286
638	0.4307350253
639	0.430726297
640	0.4307200025
641	0.4307102921
642	0.4307031974
643	0.4306964074
644	0.4306926424
645	0.4306844282
646	0.4306691605
647	0.4306610977
648	0.4306528131
649	0.4306454365
650	0.4306398949
651	0.4306321995
652	0.4306284586
653	0.4306225795
654	0.4306090863
655	0.4305986414
656	0.4305937689
657	0.4305851387
658	0.4305784605
659	0.4305720581
660	0.4305625846
661	0.4305585459
662	0.430552843
663	0.4305440933
664	0.4305292264
665	0.4305205623
666	0.4305111518
667	0.4305017776
668	0.4304992092
669	0.4304851283
670	0.4304775413
671	0.4304694226
672	0.4304600936
673	0.4304499437
674	0.4304419117
675	0.4304345537
676	0.4304293128
677	0.430422781
678	0.4304180066
679	0.4304164368
680	0.4304093873
681	0.4303943063
682	0.430386572
683	0.430380187
684	0.4303739169
685	0.4303606016
686	0.4303521765
687	0.4303432709
688	0.4303419542
689	0.4303338226
690	0.4303200286
691	0.4303134196
692	0.4303080001
693	0.4302983338
694	0.4302940725
695	0.4302850964
696	0.4302762439
697	0.4302659302
698	0.4302637293
699	0.4302509323
700	0.4302406781
701	0.4302283499
702	0.4302224633
703	0.4302065588
704	0.430200454
705	0.4301860214
706	0.4301717602
707	0.4301633969
708	0.4301593434
709	0.4301526405
710	0.4301432428
711	0.4301377038
712	0.4301306884
713	0.4301227281
714	0.4301182512
715	0.4301156134
716	0.4301041125
717	0.4300982515
718	0.4300926428
719	0.4300864331
720	0.4300795535
721	0.4300789672
722	0.4300755147
723	0.4300692858
724	0.4300626632
725	0.4300547001
726	0.43004641
727	0.4300369974
728	0.4300282416
729	0.4300148087
730	0.4300097104
731	0.4299977562
732	0.4299944573
733	0.4299861115
734	0.4299764384
735	0.4299701893
736	0.4299585449
737	0.4299487931
738	0.4299430012
739	0.4299399376
740	0.4299353749
741	0.4299264576
742	0.4299173454
743	0.4299113031
744	0.429898332
745	0.4298922316
746	0.4298786635
747	0.429872096
748	0.4298645211
749	0.4298525411
750	0.4298461961
751	0.4298372467
752	0.4298299725
753	0.4298231461
754	0.4298137413
755	0.4298036375
756	0.4297926688
757	0.4297755131
758	0.4297648004
759	0.4297568908
760	0.4297496187
761	0.4297431506
762	0.429732561
763	0.4297200455
764	0.4297109059
765	0.4297066335
766	0.4297027622
767	0.4296948113
768	0.4296866554
769	0.4296755393
770	0.429671144
771	0.4296680434
772	0.4296573999
773	0.4296519593
774	0.4296463954
775	0.4296386848
776	0.4296279783
777	0.4296228748
778	0.4296156736
779	0.4296077476
780	0.4295990439
781	0.4295900317
782	0.429584958
783	0.42957109
784	0.4295682731
785	0.429556417
786	0.42954977
787	0.4295392149
788	0.4295315748
789	0.4295289665
790	0.4295223395
791	0.4295181617
792	0.4295096695
793	0.4295041232
794	0.4294985295
795	0.4294915386
796	0.4294858322
797	0.4294846296
798	0.4294699039
799	0.4294610729
800	0.4294546502
801	0.4294448314
802	0.4294362866
803	0.4294278956
804	0.4294187241
805	0.4294167816
806	0.4294058939
807	0.4293945634
808	0.4293887567
809	0.4293851505
810	0.4293783151
811	0.4293740762
812	0.4293656204
813	0.4293557995
814	0.4293430138
815	0.4293338237
816	0.4293248504
817	0.4293174486
818	0.4293099761
819	0.4292961703
820	0.4292865195
821	0.429272079
822	0.4292628004
823	0.4292565617
824	0.4292528701
825	0.4292497059
826	0.4292446318
827	0.4292426743
828	0.4292384473
829	0.4292287438
830	0.4292214159
831	0.429215326
832	0.4292057842
833	0.4292025404
834	0.4291943532
835	0.4291839056
836	0.4291736069
837	0.4291657981
838	0.4291596835
839	0.4291544965
840	0.4291473686
841	0.429140886
842	0.4291314575
843	0.4291227684
844	0.4291152223
845	0.4291087609
846	0.4290964282
847	0.429087312
848	0.4290833812
849	0.4290813247
850	0.429078145
851	0.4290673741
852	0.4290643635
853	0.4290586904
854	0.4290532847
855	0.4290427778
856	0.4290367443
857	0.4290354477
858	0.4290266735
859	0.429020687
860	0.4290158557
861	0.4290050845
862	0.4289974006
863	0.4289932077
864	0.4289862089
865	0.4289764582
866	0.4289721705
867	0.4289678534
868	0.428960148
869	0.4289514138
870	0.4289467121
871	0.4289367637
872	0.4289316669
873	0.4289269035
874	0.4289182423
875	0.4289096068
876	0.4289013545
877	0.4288923117
878	0.42888499
879	0.4288705739
880	0.4288655774
881	0.4288591344
882	0.4288528821
883	0.4288373137
884	0.4288244869
885	0.4288179092
886	0.4288100791
887	0.4287999024
888	0.4287921424
889	0.4287784129
890	0.4287721966
891	0.4287682368
892	0.4287633477
893	0.4287565919
894	0.4287541374
895	0.428749686
896	0.4287424824
897	0.4287359049
898	0.428725701
899	0.4287197952
900	0.4287176192
901	0.4287148624
902	0.4287091206
903	0.4287021025
904	0.4286927072
905	0.4286840841
906	0.4286791549
907	0.4286711815
908	0.428664923
909	0.4286598356
910	0.4286568805
911	0.4286503247
912	0.4286430368
913	0.4286377206
914	0.4286278253
915	0.4286221317
916	0.4286069242
917	0.4286016782
918	0.4285968054
919	0.428593527
920	0.4285841948
921	0.4285741455
922	0.4285649755
923	0.4285560535
924	0.4285497387
925	0.428540614
926	0.4285365764
927	0.4285247163
928	0.428521711
929	0.4285182734
930	0.428514128
931	0.4285085254
932	0.4285020284
933	0.4284927699
934	0.4284885485
935	0.4284809802
936	0.4284738955
937	0.428463326
938	0.4284521331
939	0.4284486814
940	0.4284430389
941	0.4284340988
942	0.4284267272
943	0.4284150182
944	0.4284046205
945	0.4283963193
946	0.4283895897
947	0.428383447
948	0.4283723763
949	0.4283616635
950	0.4283576548
951	0.4283514804
952	0.428349663
953	0.4283446305
954	0.4283365436
955	0.4283246993
956	0.4283203917
957	0.4283109692
958	0.4282998408
959	0.428296712
960	0.4282919523
961	0.4282827181
962	0.4282704837
963	0.4282639663
964	0.4282563927
965	0.428246685
966	0.4282416286
967	0.4282363627
968	0.4282292005
969	0.4282239887
970	0.4282173715
971	0.4282104192
972	0.4281979779
973	0.4281909931
974	0.4281775706
975	0.4281687609
976	0.4281642065
977	0.4281548671
978	0.4281529795
979	0.4281471077
980	0.4281340635
981	0.4281247792
982	0.4281212664
983	0.4281143915
984	0.4281053866
985	0.4281040903
986	0.4280938224
987	0.4280866016
988	0.4280804909
989	0.4280777034
990	0.4280671536
991	0.4280630098
992	0.4280575652
993	0.4280495077
994	0.4280424016
995	0.4280343199
996	0.4280221929
997	0.428012739
998	0.4280039185
999	0.4279999389
